name;zipcode;total_employment;total_senior_employment
Échenans;25210;8;0
Échevannes;25211;11,71428571;0
École-Valentin;25212;2361,485077;238,3044868
Les Écorces;25213;122,3731218;3,876832845
Écot;25214;72,08808278;0
L'Écouvotte;25215;12,48;0
Écurcey;25216;17,04693141;0
Émagny;25217;104,4494715;0
Épenouse;25218;21,59772363;4,242424242
Épenoy;25219;138,8753699;8,242424242
Épeugney;25220;81,93843817;3,816901408
Esnans;25221;3,8;0
Étalans;25222;457,0939146;16,87276464
Éternoz;25223;48,6385502;3,403642731
Étouvans;25224;29,01149327;4
Étrabonne;25225;10,16067553;0
Étrappe;25226;12;0
Étray;25227;7,708154506;0
Étupes;25228;4746,027214;372,3959296
Évillers;25229;111,7691851;3,811764706
Exincourt;25230;1621,476969;128,4630774
Eysson;25231;8,454545455;0
Faimbe;25232;49,53494016;0
Fallerans;25233;15,50957854;0
Ferrières-le-Lac;25234;18,7;0
Ferrières-les-Bois;25235;24;4
Fertans;25236;51,98144684;0
Fesches-le-Châtel;25237;346,0000522;22,0115146
Fessevillers;25238;11,86285714;0
Feule;25239;51,62150456;0
Les Fins;25240;1077,667324;39,06861354
Flagey;25241;119,0192815;8,249947907
Flagey-Rigney;25242;8,341587302;0
Flangebouche;25243;170,6070115;3,991657977
Fleurey;25244;0;0
Fontain;25245;199,7650516;6,541584339
Fontaine-lès-Clerval;25246;35,98835162;0
Fontenelle-Montby;25247;16,07843137;0
Les Fontenelles;25248;128,3792521;0
Fontenotte;25249;0;0
Foucherans;25250;31,91169491;3,92967033
Fourbanne;25251;4,022988506;4,022988506
Fourcatier-et-Maison-Neuve;25252;3,822222222;0
Fourg;25253;31,24392724;0
Les Fourgs;25254;211,6962395;0
Fournet-Blancheroche;25255;48,3593711;0
Frambouhans;25256;197,8865671;7,942595697
Franey;25257;43,85714286;4
Franois;25258;923,170579;59,73233074
Frasne;25259;574,1811293;32,10610874
Froidevaux;25261;20,04088586;0
Fuans;25262;112,0669435;3,999999661
Gellin;25263;28,68571429;0
Gémonval;25264;11,97373272;0
Geneuille;25265;282,4918567;19,66436039
Geney;25266;15,10074484;0
Gennes;25267;73,46452736;0
Germéfontaine;25268;15,03759398;0
Germondans;25269;3,815384615;0
Gevresin;25270;31,78364489;0
Gilley;25271;422,7293947;3,051333561
Glamondans;25273;15,91578947;0
Glay;25274;45,73418508;0
Glère;25275;30,18100641;0
Gondenans-Montby;25276;11,90751445;0
Gondenans-les-Moulins;25277;4;0
Gonsans;25278;116,1831994;4
Gouhelans;25279;4,072727273;0
Goumois;25280;40,50963622;0
Goux-lès-Dambelin;25281;0;0
Goux-les-Usiers;25282;225,9942549;16,34334764
Goux-sous-Landet;25283;3,178082192;0
Grand-Charmont;25284;858,5599035;23,83672731
Grand'Combe-Châteleu;25285;257,1265358;8,070744289
Grand'Combe-des-Bois;25286;12,33640122;0
Grandfontaine;25287;226,3639841;19,98650158
Fournets-Luisans;25288;145,2703172;8,150328691
Grandfontaine-sur-Creuse;25289;29,80738485;0
La Grange;25290;16,05429769;0
Granges-Narboz;25293;240,0202865;18,09774984
Les Grangettes;25295;17,01941063;4,720985879
Les Gras;25296;106,5663801;7,672565906
Le Gratteris;25297;4,168674699;0
Grosbois;25298;20,1754386;0
Guillon-les-Bains;25299;4,196078431;0
Guyans-Durnes;25300;48,16968977;0
Guyans-Vennes;25301;203,0266976;3,870182556
Hautepierre-le-Châtelet;25302;14,47272727;0
Hauterive-la-Fresse;25303;40,19047619;0
Hérimoncourt;25304;879,7182657;39,38745008
L'Hôpital-du-Grosbois;25305;82,5886279;4
L'Hôpital-Saint-Lieffroy;25306;12,06451613;0
Les Hôpitaux-Neufs;25307;257,8440153;10,72344395
Les Hôpitaux-Vieux;25308;48,79328367;0
Houtaud;25309;579,0772565;5,903431026
Huanne-Montmartin;25310;12,51855472;0
Hyémondans;25311;12,29015544;0
Hyèvre-Magny;25312;0;0
Hyèvre-Paroisse;25313;16,30050535;0
Indevillers;25314;32,16799769;0
L'Isle-sur-le-Doubs;25315;947,3112084;16,34963886
Issans;25316;31,4079372;0
Jallerange;25317;11,7486911;0
Jougne;25318;265,1818505;13,00132438
Labergement-du-Navois;25319;4,017835769;0
Labergement-Sainte-Marie;25320;290,9618855;4,856764323
Villers-le-Lac;25321;939,5757756;56,22965487
Laire;25322;43,38137391;0
Laissey;25323;197,4253971;3,970619098
Lanans;25324;32,76910705;0
Landresse;25325;90,90448625;4,152493677
Lantenne-Vertière;25326;239,1870983;16,11290369
Lanthenans;25327;4,196721311;0
Larnod;25328;86,03170435;3,749303621
Laval-le-Prieuré;25329;0;0
Lavans-Quingey;25330;27,06410859;3,766990291
Lavans-Vuillafans;25331;39,60533229;0
Lavernay;25332;68,05691051;0
Laviron;25333;60,20370639;0
Levier;25334;815,1246617;24,11445608
Liebvillers;25335;15,48781865;0
Liesle;25336;74,61945855;3,915547025
Lizine;25338;16,42887496;0
Lods;25339;36,8806588;0
Lombard;25340;12;0
Lomont-sur-Crête;25341;23,82372617;0
Longechaux;25342;11,36842105;0
Longemaison;25343;20,07500069;0
Longevelle-lès-Russey;25344;17,11627907;0
Longevelle-sur-Doubs;25345;66,96895673;3,127943538
Longeville;25346;101,1056586;0
La Longeville;25347;27,44226742;0
Longevilles-Mont-d'Or;25348;129,8831924;4
Loray;25349;76,61967214;0
Lougres;25350;68,44469095;0
Le Luhier;25351;37,1680658;0
Luxiol;25354;60,20161082;0
Magny-Châtelard;25355;12,85714286;0
Maîche;25356;2053,737513;58,28976277
Maisons-du-Bois-Lièvremont;25357;114,5799872;3,895135709
Malans;25359;19,71370159;0
Malbrans;25360;15,55521535;0
Malbuisson;25361;143,8285359;4,170811489
Malpas;25362;45,67735506;0
Mamirolle;25364;737,4737822;19,36190293
Mancenans;25365;52;0
Mancenans-Lizerne;25366;27,68134172;0
Mandeure;25367;1959,272636;165,6129098
Marchaux;25368;232,6134238;4
Marvelise;25369;11,37032896;0
Mathay;25370;546,5021415;21,2956235
Mazerolles-le-Salin;25371;12,35820896;0
Médière;25372;15,89973068;0
Le Mémont;25373;0;0
Mercey-le-Grand;25374;112,7622561;3,912350598
Mérey-sous-Montrond;25375;111,4657871;3,892857143
Mérey-Vieilley;25376;10,31890064;0
Mésandans;25377;79,08267524;7,379195905
Meslières;25378;107,097216;0
Mesmay;25379;11,83333333;0
Métabief;25380;398,7942826;0
Miserey-Salines;25381;825,0761987;83,14920886
Moncey;25382;56,45737684;0
Moncley;25383;28,81028939;4,115755627
Mondon;25384;4;4
Montagney-Servigney;25385;12,37249216;0
Montancy;25386;28,525;0
Montandon;25387;57,62201284;0
Montbéliard;25388;17479,60259;1350,327709
Montbéliardot;25389;32,54833812;0
Montbenoît;25390;87,72874716;8,239213521
Mont-de-Laval;25391;46,13715744;0
Mont-de-Vougney;25392;31,6300578;3,953757225
Montécheroux;25393;63,73380361;0
Montenois;25394;144,0105851;8,068330721
Montfaucon;25395;125,8966857;8,129380054
Montferrand-le-Château;25397;405,2519915;0,964789345
Montflovin;25398;7,743107935;0
Montfort;25399;59,06200526;0
Montgesoye;25400;63,7107504;0
Montivernage;25401;7,599284436;0
Montjoie-le-Château;25402;0;0
Montlebon;25403;369,1596407;4
Montmahoux;25404;4;0
Montperreux;25405;91,71689999;7,989623865
Montrond-le-Château;25406;50,88538019;0
Montussaint;25408;12;0
Morre;25410;205,4162826;7,212316806
Morteau;25411;3732,901585;180,5102585
Mouthe;25413;513,1785285;0
Le Moutherot;25414;4;4
Mouthier-Haute-Pierre;25415;38,07244945;3,961783439
Myon;25416;15,34404552;0
Naisey-les-Granges;25417;117,4634324;0
Nancray;25418;183,2649596;4
Nans;25419;0;0
Nans-sous-Sainte-Anne;25420;44,34242622;0
Narbief;25421;12;0
Neuchâtel-Urtière;25422;114,7927251;3,898348158
Nods;25424;115,109961;0
Noël-Cerneux;25425;63,66655022;0
Noirefontaine;25426;122,0251611;0
Noironte;25427;102,694454;3,694736842
Nommay;25428;237,067836;15,44609948
Novillars;25429;806,5827171;8,607859996
Ollans;25430;8;0
Onans;25431;24,17233462;0
Orchamps-Vennes;25432;751,4925512;16,30135504
Orgeans-Blanchefontaine;25433;3,894273128;0
Ornans;25434;2418,768759;140,0549265
Orsans;25435;28;0
Orve;25436;3,942028986;0
Osse;25437;31,87559993;0
Osselle;25438;52,06560661;0
Ougney-Douvot;25439;33,13705584;0
Ouhans;25440;44,0114634;3,474747475
Ouvans;25441;31,67104283;3,609827159
Oye-et-Pallet;25442;178,0287948;11,99481193
Palantine;25443;8;0
Palise;25444;21,36499792;0
Paroy;25445;4,140350877;0
Passavant;25446;62,05102526;0
Passonfontaine;25447;67,76344312;0
Pelousey;25448;414,0719192;9,005151292
Péseux;25449;19,13036491;0
Pessans;25450;24,8791599;0
Petite-Chaux;25451;78,72171931;0
Pierrefontaine-lès-Blamont;25452;15,9637005;0
Pierrefontaine-les-Varans;25453;651,8294694;31,43869528
Pirey;25454;1038,016209;84,81346994
Placey;25455;16,81945327;0
Plaimbois-du-Miroir;25456;16,27300591;0
Plaimbois-Vennes;25457;3,422680412;0
Les Plains-et-Grands-Essarts;25458;33,2699699;0
La Planée;25459;38,06909456;0
Pointvillers;25460;12,45090338;0
Pompierre-sur-Doubs;25461;64,58780686;8,045973411
Pontarlier;25462;10272,93194;456,5912094
Pont-de-Roide;25463;1699,730082;75,40178967
Les Pontets;25464;46,17918741;0
Pont-les-Moulins;25465;44,41658565;4,023313062
Pouilley-Français;25466;41,45537911;0
Pouilley-les-Vignes;25467;448,4969828;27,9133535
Pouligney-Lusans;25468;79,70330433;4,005082592
Présentevillers;25469;24,403609;0
La Prétière;25470;0;0
Provenchère;25471;20,08888889;0
Puessans;25472;0;0
Pugey;25473;144,8503948;11,31432152
Le Puy;25474;8;0
Quingey;25475;921,8944364;55,8313614
Rahon;25476;32,30498735;4
Rancenay;25477;12,00138883;0
Randevillers;25478;19,91220195;0
Rang;25479;195,5409355;24,7069081
Rantechaux;25480;27,87381736;0
Raynans;25481;24,93389759;0
Recologne;25482;80,24227025;4,933518248
Reculfoz;25483;8,488959915;0
Rémondans-Vaivre;25485;100,948668;3,98519889
Remoray-Boujeons;25486;47,51428571;0
Renédale;25487;4;0
Rennes-sur-Loue;25488;12,02072539;0
Reugney;25489;67,20925061;3,816901408
Rigney;25490;98,69565166;3,972157773
Rignosot;25491;35,5717104;0
Rillans;25492;11,08695652;0
La Rivière-Drugeon;25493;164,449985;2,72494622
Rochejean;25494;71,36844407;4,077170418
Roche-lez-Beaupré;25495;813,4687684;68,7559834
Roche-lès-Clerval;25496;14,16393443;0
Roches-lès-Blamont;25497;39,33843299;0
Rognon;25498;1,031148799;0
Romain;25499;10,37166001;0
Ronchaux;25500;4;4
Rondefontaine;25501;0;0
Roset-Fluans;25502;30,83646123;0
Rosières-sur-Barbèche;25503;27,75856291;0
Rosureux;25504;0;0
Rougemont;25505;484,7871433;17,85967598
Rougemontot;25506;4,093023256;0
Rouhe;25507;0;0
Roulans;25508;332,5466739;23,43964515
Routelle;25509;31,49691979;0
Ruffey-le-Château;25510;43,89235576;4,0174163
Rurey;25511;130,2098006;4,121863799
Le Russey;25512;624,0834242;4,15625
Sainte-Anne;25513;0;0
Saint-Antoine;25514;68,59508417;0
Sainte-Colombe;25515;47,92831493;4
Saint-Georges-Armont;25516;32,94338856;0
Saint-Gorgon-Main;25517;27,65981693;0
Saint-Hilaire;25518;15,85781978;0
Saint-Hippolyte;25519;269,0383451;0
Saint-Juan;25520;43,96481859;0
Saint-Julien-lès-Montbéliard;25521;15,22550248;0
Saint-Julien-lès-Russey;25522;16,13858983;0
Sainte-Marie;25523;129,3399904;8,123036054
Saint-Maurice-Colombier;25524;68,78641496;0
Saint-Point-Lac;25525;59,0326754;0
Sainte-Suzanne;25526;383,4271109;7,926988266
Saint-Vit;25527;2070,063239;101,638367
Samson;25528;22,38704453;0
Sancey-le-Grand;25529;396,8165221;11,37802634
Sancey-le-Long;25530;66,09674159;0
Santoche;25531;344,7113401;7,008205728
Saône;25532;1242,839091;77,65686858
Saraz;25533;3,666666667;0
Sarrageois;25534;11,31562658;0
Saules;25535;80,52453036;8,035555556
Sauvagney;25536;15,79874214;3,949685535
Scey-Maisières;25537;23,94298094;0
Séchin;25538;20,08609137;0
Seloncourt;25539;1407,70615;41,51718432
Semondans;25540;24,18897025;0
Septfontaines;25541;72,99683938;0
Serre-les-Sapins;25542;660,2253716;56,09489838
Servin;25544;66,05771037;0
Silley-Amancey;25545;27,81645947;3,968253968
Silley-Bléfond;25546;24,39625167;0
Sochaux;25547;12216,27713;1041,830632
Solemont;25548;11,33432049;0
Sombacour;25549;86,92552973;0
La Sommette;25550;29,34683656;0
Soulce-Cernay;25551;26,52459016;0
Sourans;25552;14,33431924;0
Soye;25553;28,06896552;0
Surmont;25554;20,75418776;0
Taillecourt;25555;261,6678296;19,56714823
Tallans;25556;3,68;0
Tallenay;25557;22,70232978;0
Tarcenay;25558;135,0247564;3,836011379
Thiébouhans;25559;11,69747899;0
Thise;25560;1406,617018;115,8920573
Thoraise;25561;20,03308645;0
Thulay;25562;23,59187686;0
Thurey-le-Mont;25563;230,885064;3,860759494
Torpes;25564;93,6207087;0
Touillon-et-Loutelet;25565;26,66094224;0
La Tour-de-Sçay;25566;33,21899824;3,866108787
Tournans;25567;40,28754513;8,052251013
Trépot;25569;36,58579967;8,174950298
Tressandans;25570;0;0
Trévillers;25571;83,56678448;0
Trouvans;25572;0;0
Urtière;25573;0;0
Uzelle;25574;19,31090008;0
Vaire-Arcier;25575;51,76979906;4,16447959
Vaire-le-Petit;25576;20,12060302;0
Valdahon;25578;3240,244885;67,13858812
Val-de-Roulans;25579;34,80130031;0
Valentigney;25580;2678,098561;141,4040376
Valleroy;25582;17,32330827;0
Valonne;25583;42,00985574;0
Valoreille;25584;21,54330709;0
Vanclans;25585;19,90384615;3,980769231
Vandoncourt;25586;65,14509824;0
Vauchamps;25587;20;0
Vaucluse;25588;92,26983601;0
Vauclusotte;25589;27,85971395;3,959183673
Vaudrivillers;25590;4;0
Vaufrey;25591;23,59055118;0
Vaux-et-Chantegrue;25592;66,47682539;3,862766675
Vaux-les-Prés;25593;36,28952372;4,007887231
Velesmes-Essarts;25594;211,871332;17,20004467
Vellerot-lès-Belvoir;25595;19,94092883;0
Vellerot-lès-Vercel;25596;24;0
Vellevans;25597;40,43464244;3,890160183
Venise;25598;36,05592976;0
Vennans;25599;17,5108491;0
Vennes;25600;11,91836735;0
Vercel-Villedieu-le-Camp;25601;564,938428;17,6173766
Vergranne;25602;11,67272727;7,781818182
Verne;25604;8,075065941;0
Vernierfontaine;25605;42,94594595;3,882882883
Vernois-lès-Belvoir;25607;0;0
Le Vernoy;25608;10,73599064;0
Verrières-de-Joux;25609;131,0695768;0
Verrières-du-Grosbois;25610;3,799642218;0
La Vèze;25611;89,92428972;3,890160183
Vieilley;25612;67,3257536;0
Viéthorey;25613;0;0
Vieux-Charmont;25614;461,1378127;12,18795146
Villars-lès-Blamont;25615;39,05794673;0
Villars-Saint-Georges;25616;52,25137929;8,097560976
Villars-sous-Dampjoux;25617;58,73451659;0
Villars-sous-Écot;25618;106,4008955;4,121212121
Les Villedieu;25619;7,474747475;0
Ville-du-Pont;25620;49,17389317;0
Villeneuve-d'Amont;25621;215,4599815;3,245864157
Villers-Buzon;25622;23,70829483;0
Villers-Chief;25623;12,15249368;0
Villers-Grélot;25624;15,76923077;0
Villers-la-Combe;25625;4;0
Villers-Saint-Martin;25626;52,66227772;0
Villers-sous-Chalamont;25627;72,40565944;0
Villers-sous-Montrond;25628;33,13364151;0
Voillans;25629;24,11960506;0
Voires;25630;14,9124094;0
Vorges-les-Pins;25631;51,40655348;0
Voujeaucourt;25632;2557,624993;304,9249204
Vuillafans;25633;117,4555192;4
Vuillecin;25634;330,8192938;34,3954598
Vyt-lès-Belvoir;25635;32,01716738;0
Aix-en-Diois;26001;77,44487273;0
Albon;26002;618,4570377;13,04055809
Aleyrac;26003;11,99952902;0
Alixan;26004;1066,644481;154,6413306
Allan;26005;473,5089678;11,96768627
Allex;26006;581,4106054;27,08933469
Ambonil;26007;26,13910502;0
Ancône;26008;182,8997866;12,61982257
Andancette;26009;331,6684377;10,87016849
Anneyron;26010;1721,987366;136,8289375
Aouste-sur-Sye;26011;797,8819479;18,77755877
Arnayon;26012;17,84615385;4
Arpavon;26013;8,195650387;0
Arthémonay;26014;55,41341764;7,771486325
Aubenasson;26015;4,344142288;0
Aubres;26016;134,4075333;0
Aucelon;26017;0;0
Aulan;26018;7,923852472;0
Aurel;26019;125,2266382;7,934156379
La Répara-Auriples;26020;53,60207481;4,22407238
Autichamp;26021;40,02497507;0
Ballons;26022;7,901234568;0
Barbières;26023;118,2518066;7,869935016
Barcelonne;26024;28,21520423;4,045584046
Barnave;26025;28;0
Barret-de-Lioure;26026;11,66144885;0
Barsac;26027;39,74522293;0
Bathernay;26028;24,30247057;0
La Bâtie-des-Fonds;26030;2,011713953;0
La Bâtie-Rolland;26031;368,0894273;4,0412507
La Baume-Cornillane;26032;64,26084945;0
La Baume-de-Transit;26033;150,8392497;16,26475826
La Baume-d'Hostun;26034;238,9622014;23,86540184
Beaufort-sur-Gervanne;26035;128,4206555;3,77092511
Beaumont-en-Diois;26036;7,632183908;3,816091954
Beaumont-lès-Valence;26037;1072,884088;97,58902155
Beaumont-Monteux;26038;224,1810539;7,849559458
Beauregard-Baret;26039;91,3496061;3,970149254
Beaurières;26040;35,3419977;0
Beausemblant;26041;693,9293068;118,264027
Beauvallon;26042;157,3872795;12,06140388
Beauvoisin;26043;30,14012739;0
La Bégude-de-Mazenc;26045;418,6146457;24,5205437
Bellecombe-Tarendol;26046;24,14983846;3,937072503
Bellegarde-en-Diois;26047;20,27027027;0
Bénivay-Ollon;26048;33,5483871;0
Bésayes;26049;290,3610694;27,34462868
Bésignan;26050;8,192919227;0
Bézaudun-sur-Bîne;26051;16,42360497;0
Bonlieu-sur-Roubion;26052;55,86042446;0
Bouchet;26054;160,8514922;0
Boulc;26055;37,44;0
Bourdeaux;26056;255,1100766;16,29503222
Bourg-de-Péage;26057;4025,797099;215,2603649
Bourg-lès-Valence;26058;7480,668408;897,4095799
Bouvante;26059;83,08825305;0
Bouvières;26060;54,28368429;0
Bren;26061;124,9359524;3,974223347
Brette;26062;8,242424242;0
Buis-les-Baronnies;26063;1118,40901;64,30573248
Chabeuil;26064;2302,344541;132,9511341
Chabrillan;26065;111,8847457;12,1888467
Le Chaffal;26066;23,90410959;0
Chalancon;26067;9,469387755;0
Le Chalon;26068;12,27260423;0
Chamaloc;26069;12;0
Chamaret;26070;98,65595987;7,871657754
Chanos-Curson;26071;239,4501824;16,01552918
Chantemerle-les-Blés;26072;159,2309679;0
Chantemerle-lès-Grignan;26073;87,26173154;0
La Chapelle-en-Vercors;26074;302,0588775;31,95273264
La Charce;26075;4;0
Charens;26076;0;0
Charmes-sur-l'Herbasse;26077;138,3543438;4,066300825
Charols;26078;149,3177527;0
Charpey;26079;124,1780752;8
Chastel-Arnaud;26080;0;0
Châteaudouble;26081;141,3683826;0
Châteauneuf-de-Bordette;26082;32,066025;4
Châteauneuf-de-Galaure;26083;608,7057202;19,99579079
Châteauneuf-sur-Isère;26084;1062,395449;63,1987997
Châteauneuf-du-Rhône;26085;860,7111708;51,04822249
Châtillon-en-Diois;26086;270,6318138;16,04385544
Châtillon-Saint-Jean;26087;190,4365273;3,851145061
Chatuzange-le-Goubet;26088;1132,295442;46,78758085
Chaudebonne;26089;7,457627119;0
La Chaudière;26090;4,210526316;0
Chauvac-Laux-Montaux;26091;15,64444444;3,911111111
Chavannes;26092;120,7058968;4,566596195
Clansayes;26093;71,28754026;4,149901381
Claveyson;26094;161,832606;0
Cléon-d'Andran;26095;424,0157765;8,0825014
Clérieux;26096;354,001894;19,9876841
Cliousclat;26097;142,6381689;15,9449309
Cobonne;26098;57,10886802;4,121212121
Colonzelle;26099;60,17041965;0
Combovin;26100;46,85782727;7,980487805
Comps;26101;24,24362558;4,049079755
Condillac;26102;16;0
Condorcet;26103;234,9877802;0
Cornillac;26104;0;0
Cornillon-sur-l'Oule;26105;35,39729691;0
La Coucourde;26106;152,5578367;11,82142857
Crépol;26107;138,6435896;0
Crest;26108;4184,434789;251,7039896
Crozes-Hermitage;26110;51,97278153;0
Crupies;26111;23,96638682;7,942733538
Curnier;26112;80,43589952;0
Die;26113;2302,093131;118,9858845
Dieulefit;26114;1391,186479;65,03440302
Divajeu;26115;167,4160923;7,856454426
Donzère;26116;1750,699759;141,380743
Échevis;26117;15,40740741;0
Épinouze;26118;395,4851146;13,47965343
Érôme;26119;187,6195447;11,75342296
Espeluche;26121;97,45978953;0
Espenel;26122;20,73469388;0
Establet;26123;0;0
Étoile-sur-Rhône;26124;1990,836182;113,8912487
Eurre;26125;374,8038025;34,46883205
Eygalayes;26126;20;0
Eygaliers;26127;19,42112752;3,884225504
Eygluy-Escoulin;26128;8;0
Eymeux;26129;174,4270031;0
Eyroles;26130;0;0
Eyzahut;26131;23,91189427;0
Fay-le-Clos;26133;35,02700049;0
Félines-sur-Rimandoule;26134;31,28208993;11,78182249
Ferrassières;26135;8;0
Val-Maravel;26136;21,20485017;0
Francillon-sur-Roubion;26137;41,03488923;0
La Garde-Adhémar;26138;165,2234811;20,88056897
Génissieux;26139;373,3957364;25,51840164
Geyssans;26140;86,23057254;7,668148148
Gigors-et-Lozeron;26141;115,5140266;16,9303771
Glandage;26142;19,51745498;0
Le Grand-Serre;26143;252,2742314;7,777805487
Grane;26144;457,8256865;24,18672743
Les Granges-Gontardes;26145;79,57768766;0
Grignan;26146;759,4395206;37,16342749
Gumiane;26147;0;0
Hauterives;26148;481,6183176;19,19298423
Hostun;26149;230,8522308;7,977298524
Izon-la-Bruisse;26150;0;0
Jonchères;26152;8,788826816;0
Laborel;26153;4;0
Lachau;26154;20;0
Lapeyrouse-Mornay;26155;221,9196073;19,93434423
Larnage;26156;150,3694834;4,036253776
La Laupie;26157;154,4295411;8,000004903
Laval-d'Aix;26159;19,58281013;0
Laveyron;26160;617,5087751;21,13610316
Lemps;26161;0;0
Lens-Lestang;26162;119,0272039;19,50029968
Léoncel;26163;36,1934236;0
Lesches-en-Diois;26164;0;0
Livron-sur-Drôme;26165;2487,670023;135,3105853
Loriol-sur-Drôme;26166;2582,255851;140,0998534
Luc-en-Diois;26167;160,4341477;8,720379147
Lus-la-Croix-Haute;26168;189,1830182;4,031006456
Malataverne;26169;1040,953473;71,11780853
Malissard;26170;817,5688044;47,47834222
Manas;26171;19,92421308;4
Manthes;26172;187,1990112;3,824382921
Marches;26173;219,665188;4
Margès;26174;301,0162958;39,19429429
Marignac-en-Diois;26175;43,98831171;0
Marsanne;26176;246,1030245;7,992996645
Marsaz;26177;169,9615676;7,973785068
Menglon;26178;82,92331159;0
Mercurol;26179;778,0627448;85,84784105
Mérindol-les-Oliviers;26180;47,59640443;0
Mévouillon;26181;42,61552428;7,652054556
Mirabel-aux-Baronnies;26182;327,7339322;20,24771006
Mirabel-et-Blacons;26183;114,541171;15,66686787
Miribel;26184;30,91929825;0
Mirmande;26185;230,1774497;20,20285742
Miscon;26186;16;0
Molières-Glandaz;26187;7,988826816;0
Mollans-sur-Ouvèze;26188;275,7804985;4,166696052
Montauban-sur-l'Ouvèze;26189;35,30769231;0
Montaulieu;26190;15,3418903;0
Montboucher-sur-Jabron;26191;452,5304194;38,27859739
Montbrison-sur-Lez;26192;84,13002602;0
Montbrun-les-Bains;26193;213,213181;5,034113527
Montchenu;26194;74,58844692;0
Montclar-sur-Gervanne;26195;32,68828458;4,344142288
Montéléger;26196;1122,098472;31,5764519
Montélier;26197;1271,677642;74,27642392
Montélimar;26198;20077,04241;1107,257942
Montferrand-la-Fare;26199;0;0
Montfroc;26200;8;0
Montguers;26201;13,37549407;0
Montjoux;26202;59,22504073;3,883040936
Montjoyer;26203;61,46050407;0
Montlaur-en-Diois;26204;21,1672519;8,469095726
Montmaur-en-Diois;26205;16,19599414;0
Montmeyran;26206;556,7828509;28,61885595
Montmiral;26207;85,62397596;0
Montoison;26208;315,5036282;27,49249779
Montréal-les-Sources;26209;8,266666667;0
Montrigaud;26210;60,21196556;4,059070655
Montségur-sur-Lauzon;26211;204,2762565;0
Montvendre;26212;127,7685538;4
Moras-en-Valloire;26213;98,74608104;7,889720888
Mornans;26214;42,87473376;0
La Motte-Chalancon;26215;149,3470215;0
La Motte-de-Galaure;26216;159,4945578;2,77431706
La Motte-Fanjas;26217;68,8197759;0
Mours-Saint-Eusèbe;26218;899,0717359;57,36648545
Mureils;26219;69,25996255;3,765258216
Nyons;26220;2834,019178;124,8991383
Omblèze;26221;11,94650112;0
Orcinas;26222;3,757575758;0
Oriol-en-Royans;26223;74,35165387;0
Ourches;26224;0;0
Parnans;26225;86,67406062;0
Le Pègue;26226;71,70359198;0
Pelonne;26227;8;0
Pennes-le-Sec;26228;0;0
La Penne-sur-l'Ouvèze;26229;4;0
Peyrins;26231;652,9501344;25,43483008
Peyrus;26232;81,04894199;0
Piégon;26233;64,86397661;0
Piégros-la-Clastre;26234;113,6302437;0
Pierrelatte;26235;11672,76091;1276,977299
Pierrelongue;26236;24,07231208;0
Les Pilles;26238;83,25430884;0
Plaisians;26239;56,07004709;11,73450712
Plan-de-Baix;26240;20,68828458;0
Le Poët-Célard;26241;28,0718055;0
Le Poët-en-Percip;26242;12,66666667;0
Le Poët-Laval;26243;264,3301485;8,09630445
Le Poët-Sigillat;26244;12;0
Pommerol;26245;3,789473684;0
Ponet-et-Saint-Auban;26246;16,08199444;0
Ponsas;26247;28,10351201;0
Pontaix;26248;38,8115018;0
Pont-de-Barret;26249;144,7787021;11,27216174
Pont-de-l'Isère;26250;1169,170949;76,08110125
Portes-en-Valdaine;26251;31,94169995;0
Portes-lès-Valence;26252;5871,959289;413,5864257
Poyols;26253;4,231884058;0
Pradelle;26254;5,996784563;0
Les Prés;26255;16,01858904;0
Propiac;26256;16,30573248;0
Puygiron;26257;85,33151431;0
Puy-Saint-Martin;26258;177,3371196;4
Ratières;26259;49,04846626;0
Réauville;26261;56,99202459;0
Recoubeau-Jansac;26262;181,088732;4
Reilhanette;26263;16,35589059;0
Rémuzat;26264;91,98959157;0
Rimon-et-Savel;26266;4,027303754;0
Rioms;26267;16,71139614;0
Rochebaudin;26268;27,32685349;0
Rochebrune;26269;3,924528302;0
Rochechinard;26270;11,54716981;7,698113208
La Roche-de-Glun;26271;1006,195483;75,35519416
Rochefort-en-Valdaine;26272;42,78890006;0
Rochefort-Samson;26273;105,7500446;3,934693878
Rochefourchat;26274;0;0
Rochegude;26275;297,4159712;21,52695525
Roche-Saint-Secret-Béconne;26276;73,32802272;3,646765739
La Roche-sur-Grane;26277;27,86862967;0
La Roche-sur-le-Buis;26278;116,3892617;8,67114094
La Rochette-du-Buis;26279;10,60341037;0
Romans-sur-Isère;26281;16330,51644;975,1436871
Romeyer;26282;28,21711708;4
Rottier;26283;0;0
Roussas;26284;159,853615;9,149271552
Rousset-les-Vignes;26285;50,40199742;3,861591696
Roussieux;26286;4;0
Roynac;26287;84,28941717;4,834490601
Sahune;26288;109,8214625;12,22360248
Saillans;26289;283,8954802;17,37656915
Saint-Agnan-en-Vercors;26290;115,8076945;3,859649123
Saint-Andéol;26291;18,13985385;3,933333333
Saint-Auban-sur-l'Ouvèze;26292;148,1633887;17,8258181
Saint-Avit;26293;74,72584908;0
Saint-Bardoux;26294;59,25613161;0
Saint-Barthélemy-de-Vals;26295;354,2570311;12,96401174
Saint-Benoit-en-Diois;26296;7,681363904;3,714285714
Saint-Bonnet-de-Valclérieux;26297;56,858127;0
