name;zipcode;total_employment;total_senior_employment
Cocumont;47068;224,9073066;7,698475079
Colayrac-Saint-Cirq;47069;839,2582568;70,56534671
Condezaygues;47070;144,0234878;3,977137465
Coulx;47071;105,6423437;0
Courbiac;47072;34,29254146;4,088888889
Cours;47073;37,21742974;0
Couthures-sur-Garonne;47074;65,98272733;1,10900543
La Croix-Blanche;47075;115,9781177;3,944636678
Cuq;47076;25,05109489;0
Cuzorn;47077;332,9120356;8,993797411
Damazan;47078;810,5475121;8,870818747
Dausse;47079;85,43880582;0
Dévillac;47080;11,90825688;0
Dolmayrac;47081;91,82458314;4,201574803
Dondas;47082;50,55659978;0
Doudrac;47083;39,14727947;13,5
Douzains;47084;45,21108605;12,10763777
Durance;47085;80,6524528;0
Duras;47086;670,1843021;8,27892918
Engayrac;47087;47,87210306;0
Escassefort;47088;166,012512;15,40811411
Esclottes;47089;50,07817192;0
Espiens;47090;43,91564904;0
Estillac;47091;2121,872225;241,0666014
Fals;47092;65,50211199;0
Fargues-sur-Ourbise;47093;44,12221173;0
Fauguerolles;47094;134,9140767;19,87190082
Fauillet;47095;457,0904769;33,09633466
Ferrensac;47096;39,65930517;3,511153518
Feugarolles;47097;170,9804162;0
Fieux;47098;39,93396958;0
Fongrave;47099;95,96480072;0
Foulayronnes;47100;1242,144466;62,2850523
Fourques-sur-Garonne;47101;337,8518388;11,9417177
Francescas;47102;314,0673034;6,732508668
Fréchou;47103;58,93283268;0
Frégimont;47104;60,11569961;4
Frespech;47105;80,80441793;10,87605132
Fumel;47106;1977,456493;62,69431619
Galapian;47107;64,0397257;0
Gaujac;47108;148,8059962;3,972027972
Gavaudun;47109;40,28944589;0
Gontaud-de-Nogaret;47110;312,2079038;0
Granges-sur-Lot;47111;89,44701675;4,013793103
Grateloup-Saint-Gayrand;47112;64;0
Grayssas;47113;11,90697674;0
Grézet-Cavagnan;47114;47,64996444;0
Guérin;47115;145,6807495;7,743970315
Hautefage-la-Tour;47117;79,87448521;4
Hautesvignes;47118;24;0
Houeillès;47119;132,3260497;0
Jusix;47120;40,00006188;0
Labastide-Castel-Amouroux;47121;44,01002468;0
Labretonie;47122;36,00511382;0
Lacapelle-Biron;47123;79,59897324;4,008791209
Lacaussade;47124;39,62759623;3,908256881
Lacépède;47125;23,54382081;0
Lachapelle;47126;15,81609195;0
Lafitte-sur-Lot;47127;191,790796;7,821171123
Lafox;47128;298,3333328;7,920007439
Lagarrigue;47129;47,68031537;12
Lagruère;47130;55,10259299;0
Lagupie;47131;62,07400187;3,744340879
Lalandusse;47132;19,1588785;3,831775701
Lamontjoie;47133;66,18128285;4
Lannes;47134;84,37319169;0
Laparade;47135;65,10856839;0
Laperche;47136;8;0
Laplume;47137;307,2807857;3,170722078
Laroque-Timbaut;47138;415,9834489;8,045706013
Lasserre;47139;11,88204857;0
Laugnac;47140;95,12944486;0
Laussou;47141;57,78272452;12,40909091
Lauzun;47142;264,0156072;0
Lavardac;47143;662,6866198;47,32743798
Lavergne;47144;95,32265176;0
Layrac;47145;821,7761182;49,51558972
Lédat;47146;246,1651499;8,167721006
Lévignac-de-Guyenne;47147;156,1113408;3,96663548
Leyritz-Moncassin;47148;36,05034061;4,040907228
Longueville;47150;49,69932016;0
Loubès-Bernac;47151;108,3242931;4
Lougratte;47152;75,91464237;0
Lusignan-Petit;47154;69,44757075;8,249277774
Madaillan;47155;87,53040653;7,960912052
Marcellus;47156;75,97765861;3,743970315
Marmande;47157;10716,51412;490,0268262
Marmont-Pachas;47158;16;0
Le Mas-d'Agenais;47159;419,1271381;8,081814455
Masquières;47160;23,50259067;3,917098446
Massels;47161;43,23581602;3,964285714
Massoulès;47162;32,25891138;0
Mauvezin-sur-Gupie;47163;95,82449471;4
Mazières-Naresse;47164;28,23928261;0
Meilhan-sur-Garonne;47165;424,7226894;16,06057791
Mézin;47167;671,1993014;35,91059009
Miramont-de-Guyenne;47168;1546,679442;31,72316213
Moirax;47169;184,9903281;4
Monbahus;47170;140,9634712;0
Monbalen;47171;47,29685922;0
Moncaut;47172;86,97950502;12,13493482
Monclar;47173;165,2123204;0
Moncrabeau;47174;135,2284508;0
Monflanquin;47175;875,980127;37,34932758
Mongaillard;47176;27,5743661;0
Monheurt;47177;71,20492752;0
Monségur;47178;64,13812574;4
Monsempron-Libos;47179;545,0669161;11,29253474
Montagnac-sur-Auvignon;47180;76,0877549;4,017950835
Montagnac-sur-Lède;47181;57,37287194;4,048780488
Montastruc;47182;34,99651568;7,777003484
Montauriol;47183;28,66993336;4,071856287
Montaut;47184;35,82082462;0
Montayral;47185;1312,70524;59,22604071
Montesquieu;47186;163,5060751;12,0316535
Monteton;47187;65,3364842;4
Montignac-de-Lauzun;47188;48;0
Montignac-Toupinerie;47189;32;0
Montpezat;47190;139,5563557;7,872463768
Montpouillan;47191;175,3579418;14,96372798
Monviel;47192;23,05685607;0
Moulinet;47193;56,12017771;4
Moustier;47194;61,19807282;4,037714313
Nérac;47195;3422,525442;188,8065247
Nicole;47196;108,65705;3,796570504
Nomdieu;47197;60,11849918;4,018099548
Pailloles;47198;32,09302326;0
Pardaillan;47199;88,26878424;8
Parranquet;47200;23,9245283;0
Le Passage;47201;3996,680367;194,4535697
Paulhiac;47202;70,31221874;0
Penne-d'Agenais;47203;721,03781;11,9665272
Peyrière;47204;19,92907801;0
Pindères;47205;20,9442282;0,99986189
Pinel-Hauterive;47206;108,2000838;8,023000824
Pompiey;47207;23,81190256;0
Pompogne;47208;3,84593188;0
Pont-du-Casse;47209;1919,74318;107,8644777
Port-Sainte-Marie;47210;825,2694504;28,08561525
Poudenas;47211;40,09226048;0
Poussignac;47212;44,44372871;0
Prayssas;47213;248,6409589;12,17981977
Puch-d'Agenais;47214;144,2907928;8
Pujols;47215;465,134494;7,372693704
Puymiclan;47216;149,4193189;4,519083969
Puymirol;47217;283,5580184;14,47176766
Puysserampion;47218;30,76199533;0
Rayet;47219;19,8816568;3,976331361
Razimet;47220;93,51395057;7,503438434
Réaup-Lisse;47221;79,58504325;4
La Réunion;47222;127,0373332;3,217685455
Rives;47223;44,53405022;8,051772503
Romestaing;47224;48,45039818;3,294284633
Roquefort;47225;450,3793809;49,49390655
Roumagne;47226;81,11951032;0
Ruffiac;47227;16,7804878;0
Saint-Antoine-de-Ficalba;47228;189,2079436;18,70861951
Saint-Astier;47229;45,88238963;0
Saint-Aubin;47230;126,9850969;0
Saint-Avit;47231;20,24721258;0
Saint-Barthélemy-d'Agenais;47232;104,5441847;0
Sainte-Bazeille;47233;799,4443314;28,5370257
Saint-Caprais-de-Lerm;47234;26,99661918;0
Saint-Colomb-de-Lauzun;47235;60,18214135;4
Sainte-Colombe-de-Duras;47236;11,23325561;0
Sainte-Colombe-de-Villeneuve;47237;39,08473103;0
Sainte-Colombe-en-Bruilhois;47238;331,1335127;0
Saint-Étienne-de-Fougères;47239;144,312924;5,118971311
Saint-Étienne-de-Villeréal;47240;44,53728524;0
Saint-Eutrope-de-Born;47241;173,2916512;4,029320698
Saint-Front-sur-Lémance;47242;80,74690584;4,050724638
Sainte-Gemme-Martaillac;47244;89,43652971;0
Saint-Géraud;47245;8,02471066;0
Saint-Hilaire-de-Lusignan;47246;189,0945753;3,738007484
Saint-Jean-de-Duras;47247;43,960199;0
Saint-Jean-de-Thurac;47248;37,37276175;1,02095793
Saint-Laurent;47249;65,64116993;0
Saint-Léger;47250;23,89946871;0
Saint-Léon;47251;140,7149487;0
Sainte-Livrade-sur-Lot;47252;2231,231886;83,64587935
Sainte-Marthe;47253;44,45104545;7,744360902
Saint-Martin-Curton;47254;16,07764049;0
Saint-Martin-de-Beauville;47255;32;0
Saint-Martin-de-Villeréal;47256;43,16197495;4,195121951
Saint-Martin-Petit;47257;60,11463179;0
Sainte-Maure-de-Peyriac;47258;92,28357702;0
Saint-Maurice-de-Lestapel;47259;28,16270156;0
Saint-Maurin;47260;96,71385842;0
Saint-Nicolas-de-la-Balerme;47262;87,80350315;4
Saint-Pardoux-du-Breuil;47263;125,1747952;4,042477876
Saint-Pardoux-Isaac;47264;250,7302144;6,054342568
Saint-Pastour;47265;67,73922876;0
Saint-Pé-Saint-Simon;47266;56,01683664;0
Saint-Pierre-de-Buzet;47267;16;0
Saint-Pierre-de-Clairac;47269;89,24246799;0
Saint-Pierre-sur-Dropt;47271;98,58718728;4,106525742
Saint-Quentin-du-Dropt;47272;126,6898726;7,830687831
Saint-Robert;47273;46,86397944;0
Saint-Romain-le-Noble;47274;59,27728475;0
Saint-Salvy;47275;28,0673823;0
Saint-Sardos;47276;50,46675406;0
Saint-Sauveur-de-Meilhan;47277;64,61349929;0
Saint-Sernin;47278;145,8242622;4,086133424
Saint-Sixte;47279;52,41954652;0
Saint-Sylvestre-sur-Lot;47280;641,7432237;24,32791151
Saint-Urcisse;47281;28,07027201;0
Saint-Vincent-de-Lamontjoie;47282;63,76872577;0
Saint-Vite;47283;104,4570826;0
Salles;47284;63,59247033;4,262068966
Samazan;47285;427,8221579;23,91623086
Sauméjan;47286;36,03337818;0
Saumont;47287;43,83390457;4
Sauvagnas;47288;82,69192306;4,157549234
La Sauvetat-de-Savères;47289;51,9688618;0
La Sauvetat-du-Dropt;47290;104,4491958;4
La Sauvetat-sur-Lède;47291;94,58464554;7,99935224
Sauveterre-la-Lémance;47292;91,28406484;0
Sauveterre-Saint-Denis;47293;64,71955778;4,064073227
Savignac-de-Duras;47294;52,65205071;3,895196507
Savignac-sur-Leyze;47295;21,00497013;0
Ségalas;47296;24,43113772;0
Sembas;47297;25,04027687;0
Sénestis;47298;56,75105193;0
Sérignac-Péboudou;47299;48,02698056;0
Sérignac-sur-Garonne;47300;209,3074785;7,961538462
Seyches;47301;175,5655826;1,909872741
Sos;47302;160,7135306;4,043116873
Soumensac;47303;44,09762606;0
Taillebourg;47304;24,5;0
Tayrac;47305;44,61956262;0
Le Temple-sur-Lot;47306;342,5327766;24,48543552
Thézac;47307;24,42553191;0
Thouars-sur-Garonne;47308;23,81132075;0
Tombeb_uf;47309;134,1793161;15,79396727
Tonneins;47310;4103,036636;189,9193783
Tourliac;47311;16,05325228;0
Tournon-d'Agenais;47312;357,0082111;12,31380741
Tourtrès;47313;31,23054304;0
Trémons;47314;98,68056696;8,150070369
Trentels;47315;212,0291002;8,022287265
Varès;47316;120,1763364;0
Verteuil-d'Agenais;47317;144,782576;8,050188623
Vianne;47318;153,3865884;4,098262859
Villebramar;47319;29,51507007;4,158409942
Villefranche-du-Queyran;47320;108,0768611;0
Villeneuve-de-Duras;47321;93,26576651;4,090322581
Villeneuve-sur-Lot;47323;11219,53794;643,1486885
Villeréal;47324;796,12997;34,25139987
Villeton;47325;78,78539642;0
Virazeil;47326;657,5467408;39,25123823
Xaintrailles;47327;92,23356456;8
Saint-Georges;47328;106,9989689;0
Albaret-le-Comtal;48001;63,97726055;0
Albaret-Sainte-Marie;48002;128,3094557;4,021360521
Allenc;48003;38,68421053;0
Altier;48004;32;4
Antrenas;48005;168,7097255;5,094570533
Arzenc-d'Apcher;48007;47,32488879;0
Arzenc-de-Randon;48008;62,5645933;3,90430622
Aumont-Aubrac;48009;582,2466828;23,52013479
Auroux;48010;181,6172022;0
Les Monts-Verts;48012;96,69765362;0
Badaroux;48013;68,62985329;0
Bagnols-les-Bains;48014;67,07733346;0
Pied-de-Borne;48015;46,57866417;0
Balsièges;48016;110,4964779;3,917595922
Banassac;48017;272,7967524;0
Barjac;48018;64,0553685;3,731856688
Barre-des-Cévennes;48019;56,42423648;0
Bassurels;48020;7,947565543;0
La Bastide-Puylaurent;48021;77,25899222;0
Bédouès;48022;56,44407708;0
Belvezet;48023;16;0
Les Bessons;48025;52,23415975;0
Blavignac;48026;29,83283622;0
Le Bleymard;48027;183,0901124;3,928571429
Les Bondons;48028;35,3741004;0
Le Born;48029;32;4
Brenoux;48030;35,30273525;0
Brion;48031;62,94309669;0
Le Buisson;48032;58,33908587;0
Canilhac;48033;48,99026403;4,108227465
La Canourgue;48034;950,8738048;30,83545522
Cassagnas;48036;7,932773109;0
Chadenet;48037;32,01070573;0
Chambon-le-Château;48038;91,71581826;3,945945946
Chanac;48039;498,6671942;11,14348896
Chasseradès;48040;21,02765572;0
Chastanier;48041;12;0
Chastel-Nouvel;48042;95,88779909;7,833116037
Châteauneuf-de-Randon;48043;362,0267892;0
Chauchailles;48044;24,5106383;0
Chaudeyrac;48045;103,9710996;3,999635964
Chaulhac;48046;11,93714029;0
La Chaze-de-Peyre;48047;31,38113959;0
Cheylard-l'Évêque;48048;0;0
Chirac;48049;453,4249379;7,891147098
Cocurès;48050;76,92855658;4,081632653
Le Collet-de-Dèze;48051;220,4915608;3,947565543
Cubières;48053;45,38342626;0
Cubiérettes;48054;4,074074074;0
Cultures;48055;8,369230769;0
Esclanèdes;48056;77,6226682;4
Estables;48057;32,91954023;0
La Fage-Montivernoux;48058;52,05958267;0
La Fage-Saint-Julien;48059;55,75000777;0
Fau-de-Peyre;48060;48,88175371;0
Florac;48061;1424,737306;31,47628196
Fontanes;48062;26,07562349;0
Fontans;48063;47,93876476;0
Fournels;48064;171,4616878;0
Fraissinet-de-Fourques;48065;19,52941176;3,882352941
Fraissinet-de-Lozère;48066;87,94656504;0
Gabriac;48067;12,0733945;0
Gabrias;48068;20,24240783;0
Gatuzières;48069;6,596491228;3,298245614
Grandrieu;48070;292,8185645;0
Grandvals;48071;8,512820513;0
Grèzes;48072;61,54464847;0
Les Hermaux;48073;24,34772286;0
Hures-la-Parade;48074;76,66552277;4
Ispagnac;48075;233,7527437;0
Javols;48076;102,0535328;0
Julianges;48077;12,50704225;0
Lachamp;48078;53,03911012;0
Lajo;48079;38,880527;0
Langogne;48080;1514,766876;52,72228285
Lanuéjols;48081;82,70458383;8
Laubert;48082;29,5050964;0
Les Laubies;48083;24,17794683;0
Laval-Atger;48084;206,0962942;0
Laval-du-Tarn;48085;28,26415094;0
Luc;48086;87,49537518;0
Malbouzon;48087;67,58424225;0
La Malène;48088;39,10158617;0
Le Malzieu-Forain;48089;85,36699403;0
Le Malzieu-Ville;48090;345,2772095;0
Marchastel;48091;27,77960008;0
Marvejols;48092;3039,414559;106,4676585
Mas-d'Orcières;48093;24,08130194;0
Le Massegros;48094;328,6981042;0
Mende;48095;8267,745853;466,8781412
Meyrueis;48096;396,7047355;11,61578026
Moissac-Vallée-Française;48097;57,88958973;0
Molezon;48098;7,822222222;0
Le Monastier-Pin-Moriès;48099;123,8599545;4
Montbel;48100;16,17994;0
Montbrun;48101;18,01767259;0
Montrodat;48103;401,8400559;16,53499466
Nasbinals;48104;218,9331084;9,040667661
Naussac;48105;28,32630072;0
Noalhac;48106;16;0
Palhers;48107;104,3368255;0
La Panouse;48108;20,38480335;0
Paulhac-en-Margeride;48110;44,8839239;0
Pelouse;48111;40;0
Pierrefiche;48112;34,68614618;0
Le Pompidou;48115;48;4
Le Pont-de-Montvert;48116;140,729725;3,86252051
Pourcharesses;48117;15,98165138;0
Prévenchères;48119;84,20264218;0
Prinsuéjols;48120;44,25641026;0
Prunières;48121;20,07905138;0
Quézac;48122;36,92080511;0
Recoules-d'Aubrac;48123;84,26720111;4
Recoules-de-Fumas;48124;36,1101569;0
Le Recoux;48125;36,64978323;3,9375
Ribennes;48126;52,52903816;0
Rieutort-de-Randon;48127;184,509538;0
Rimeize;48128;97,28419998;0
Rocles;48129;34,90434783;0
Rousses;48130;32;0
Le Rozier;48131;49,96541351;0
Saint-Alban-sur-Limagnole;48132;791,187425;4,05958267
Saint-Amans;48133;40,84699593;0
Saint-Andéol-de-Clerguemort;48134;16,46601942;0
Saint-André-Capcèze;48135;28,16386076;0
Saint-André-de-Lancize;48136;24;0
Saint-Bauzile;48137;121,4071608;8,066481994
Saint-Bonnet-de-Chirac;48138;13,32806275;0
Saint-Bonnet-de-Montauroux;48139;25,1886581;0
Saint-Chély-d'Apcher;48140;2703,919342;44,5350838
Mas-Saint-Chély;48141;42,14163455;0
Sainte-Colombe-de-Peyre;48142;91,83782576;0
Sainte-Croix-Vallée-Française;48144;108,0603973;4
Saint-Denis-en-Margeride;48145;50,54810093;3,888315456
Sainte-Enimie;48146;225,3522953;3,992380822
Saint-Étienne-du-Valdonnez;48147;146,6103983;0
Saint-Étienne-Vallée-Française;48148;134,3959617;3,947565543
Sainte-Eulalie;48149;16,36153566;0
Saint-Flour-de-Mercoire;48150;40,71685072;12,06521739
Saint-Frézal-d'Albuges;48151;8,301886792;0
Saint-Frézal-de-Ventalon;48152;36,78281409;0
Saint-Gal;48153;12,63349007;4,05015674
Saint-Georges-de-Lévéjac;48154;98,9040036;4
Saint-Germain-de-Calberte;48155;137,9678419;3,947565543
Saint-Germain-du-Teil;48156;313,4749981;7,897367923
Sainte-Hélène;48157;0;0
Saint-Hilaire-de-Lavit;48158;26,93684525;0
Saint-Jean-la-Fouillouse;48160;31,93967471;8
Saint-Juéry;48161;16;0
Saint-Julien-d'Arpaon;48162;12,38658032;0
Saint-Julien-des-Points;48163;16,03377658;0
Saint-Julien-du-Tournel;48164;0;0
Saint-Laurent-de-Muret;48165;31,10160428;0
Saint-Laurent-de-Trèves;48166;16;8
Saint-Laurent-de-Veyrès;48167;4,097560976;0
Saint-Léger-de-Peyre;48168;38,30195029;7,928334079
Saint-Léger-du-Malzieu;48169;47,04776803;0
Saint-Martin-de-Boubaux;48170;35,47737868;4,023075036
Saint-Martin-de-Lansuscle;48171;53,19939539;8,218567185
Saint-Maurice-de-Ventalon;48172;19,22077922;0
Saint-Michel-de-Dèze;48173;27,86666667;0
Saint-Paul-le-Froid;48174;68,53956406;0
Saint-Pierre-de-Nogaret;48175;33,30334942;0
Saint-Pierre-des-Tripiers;48176;24,31578947;4,052631579
Saint-Pierre-le-Vieux;48177;54,22617462;0
Saint-Privat-de-Vallongue;48178;86,61674043;4,188942363
Saint-Privat-du-Fau;48179;19,85294118;0
Saint-Rome-de-Dolan;48180;22,80391286;4,05391286
Saint-Saturnin;48181;8;8
Saint-Sauveur-de-Ginestoux;48182;20;0
Saint-Sauveur-de-Peyre;48183;59,66865565;0
Saint-Symphorien;48184;24,58761383;0
Les Salelles;48185;8,16;0
La Salle-Prunet;48186;16,697705;0
Les Salces;48187;19,5959596;0
Serverette;48188;76,42990997;0
Servières;48189;34,41923094;0
Termes;48190;28,67961165;0
La Tieule;48191;25,60642788;0
Trélans;48192;28,57142857;0
Vebron;48193;57,97202869;3,803921569
Vialas;48194;115,9817067;0
Les Vignes;48195;27,05946269;0
La Villedieu;48197;13,875;0
Villefort;48198;239,663291;4
Les Alleuds;49001;152,8238186;12,80025121
Allonnes;49002;942,5192942;29,05291291
Ambillou-Château;49003;237,5608643;0
Andard;49004;518,1759858;19,89387532
Andigné;49005;75,19852254;0
Andrezé;49006;462,3582925;4,205743991
Angers;49007;81182,72169;6741,956143
Angrie;49008;136,8619233;0
Antoigné;49009;63,67500627;0
Armaillé;49010;75,80350877;0
Artannes-sur-Thouet;49011;21,70611104;4
Aubigné-sur-Layon;49012;46,63269896;3,3206354
Auverse;49013;72,09980629;4,008888889
Aviré;49014;73,12956323;3,916331688
Avrillé;49015;5011,00067;363,5002318
Baracé;49017;68,63897217;7,677077855
Baugé-en-Anjou;49018;3027,214407;132,9356135
Bauné;49019;230,6428669;0
Beaucouzé;49020;7036,004314;950,5108261
Beaufort-en-Vallée;49021;2537,966133;158,8857944
Beaulieu-sur-Layon;49022;438,7725737;16,14641757
Beaupréau;49023;3158,380125;105,9199452
Beausse;49024;43,73810953;0
Beauvau;49025;55,81925511;0
Bécon-les-Granits;49026;487,4749862;4,054268118
Bégrolles-en-Mauges;49027;339,5248061;3,892554764
Béhuard;49028;28,20523429;4,0129047
Blaison-Gohier;49029;135,2398206;3,479252572
Blou;49030;143,145145;0
Bocé;49031;107,2545802;7,779940082
La Bohalle;49032;216,5508908;25,80082211
La Boissière-sur-Évre;49033;52,05258485;0
Botz-en-Mauges;49034;276,719991;0
Bouchemaine;49035;1224,854375;97,91056737
Bouillé-Ménard;49036;95,99608195;0
Le Bourg-d'Iré;49037;93,5169437;0
Bourg-l'Évêque;49038;19,81900452;0
Bourgneuf-en-Mauges;49039;162,3118173;4,002839401
Bouzillé;49040;186,0848806;7,89926718
Brain-sur-Allonnes;49041;310,8984324;16,10622812
Brain-sur-l'Authion;49042;1002,08475;73,38089732
Brain-sur-Longuenée;49043;147,8724809;24,74766355
Breil;49044;43,93073619;4
La Breille-les-Pins;49045;155,6399407;0
Brézé;49046;199,8373123;0
Brigné;49047;105,6823208;3,914285714
Briollay;49048;316,3418464;15,5509586
Brion;49049;263,2421027;3,34167108
Brissac-Quincé;49050;1461,882827;86,79597244
Brissarthe;49051;96,79058595;4,019504458
Broc;49052;61,17864517;0
Brossay;49053;81,61166494;0
Candé;49054;1444,136521;44,92880266
Cantenay-Épinard;49055;354,5491728;11,25115951
Carbay;49056;24;4
Cernusson;49057;32,33258217;0
Les Cerqueux;49058;1131,677727;84,16986096
Les Cerqueux-sous-Passavant;49059;80,24976256;0
Chacé;49060;1135,920766;51,98798472
Challain-la-Potherie;49061;218,5361455;4,039263804
Chalonnes-sous-le-Lude;49062;16,09781833;0
Chalonnes-sur-Loire;49063;2386,776951;115,2926599
Chambellay;49064;47,50508839;0
Champigné;49065;865,5164394;21,87358502
Champ-sur-Layon;49066;250,20893;0
Champteussé-sur-Baconne;49067;66,68102461;4
Champtocé-sur-Loire;49068;760,4810576;81,1101846
Champtoceaux;49069;669,614998;58,11207641
Chanteloup-les-Bois;49070;69,39059052;3,882022472
Chanzeaux;49071;229,3488442;7,935778422
La Chapelle-du-Genêt;49072;355,6521853;4
La Chapelle-Hullin;49073;19,8540146;0
La Chapelle-Rousselin;49074;115,730924;4
La Chapelle-Saint-Florent;49075;265,7993018;12,10086606
La Chapelle-Saint-Laud;49076;54,37325395;4
La Chapelle-sur-Oudon;49077;86,51360791;0
Charcé-Saint-Ellier-sur-Aubance;49078;115,1029729;0
Chartrené;49079;15,32712285;0
Châteauneuf-sur-Sarthe;49080;1227,618577;58,39865496
Châtelais;49081;127,4789405;0
Chaudefonds-sur-Layon;49082;139,4935643;7,975051975
Chaudron-en-Mauges;49083;550,5677674;8,904885288
Chaumont-d'Anjou;49084;27,26555684;0
La Chaussaire;49085;180,7923688;17,54191646
Chavagnes;49086;144,1881702;8
Chavaignes;49087;20,61323251;0
Chazé-Henry;49088;414,0151834;16
Chazé-sur-Argos;49089;238,2621081;4,061068702
Cheffes;49090;196,4769905;8
Chemellier;49091;142,1718598;10,1894862
Chemillé-Melay;49092;4860,878858;153,1390879
Chemiré-sur-Sarthe;49093;11,65828872;0
Chênehutte-Trèves-Cunault;49094;110,2132087;5,041113099
Chenillé-Changé;49095;98,94843624;2,807454854
Cherré;49096;99,16614757;4
Cheviré-le-Rouge;49097;127,9052553;4,105494505
Chigné;49098;28,16758093;0
Cholet;49099;34768,9004;2459,852127
Cizay-la-Madeleine;49100;82,70772275;4,064257028
Clefs-Val d'Anjou;49101;192,02464;0
Cléré-sur-Layon;49102;121,2782293;3,827586207
Combrée;49103;1084,81698;50,39346622
Concourson-sur-Layon;49104;130,8887197;11,82857143
Contigné;49105;180,9169538;8,010585982
Corné;49106;538,0806476;18,15983854
Cornillé-les-Caves;49107;459,9426681;15,45185259
La Cornuaille;49108;198,1215371;4
Coron;49109;325,8878461;0,872309672
Corzé;49110;366,7322593;11,9739518
Cossé-d'Anjou;49111;55,36347002;0
Le Coudray-Macouard;49112;226,11243;7,808136144
Courchamps;49113;43,5212553;0
Courléon;49114;32,42136472;0
Coutures;49115;114,5037954;22,49839271
Cuon;49116;114,99971;4
La Daguenière;49117;166,9948375;6,897596814
Daumeray;49119;954,1486456;33,2359762
Denée;49120;224,943412;4
Dénezé-sous-Doué;49121;121,6939945;6,893102416
Dénezé-sous-le-Lude;49122;28,18109566;0
Distré;49123;775,7483339;18,76116514
Doué-la-Fontaine;49125;3944,50334;142,2772777
Drain;49126;352,6445664;11,6371548
Durtal;49127;1793,674789;65,40674864
Échemiré;49128;171,0573808;4,129248874
Écouflant;49129;2701,521739;243,2095874
Écuillé;49130;58,09209836;0
Épieds;49131;63,51062028;0
Étriché;49132;356,6715439;17,04215687
Faveraye-Mâchelles;49133;125,4558183;3,04170638
Faye-d'Anjou;49134;252,4396082;11,63877216
Feneu;49135;290,728002;10,58023136
La Ferrière-de-Flée;49136;96,25977705;7,937829356
Le Fief-Sauvin;49137;322,1381751;0
Fontaine-Guérin;49138;168,26389;0
Fontaine-Milon;49139;106,0989251;7,151009424
Fontevraud-l'Abbaye;49140;1255,735381;34,83256216
Forges;49141;39,1698741;0
La Fosse-de-Tigné;49142;59,3416543;0
Fougeré;49143;152,0611655;0
Freigné;49144;237,25232;11,99996383
Le Fuilet;49145;582,9556685;11,88828981
Gée;49147;35,48060653;0
Gené;49148;53,91918348;0
Gennes;49149;642,2833454;27,97940956
Genneteil;49150;68,84124672;8,143283582
Gesté;49151;756,2679586;29,08593409
Valanjou;49153;607,1332604;11,97938137
Grézillé;49154;183,8670171;0
Grez-Neuville;49155;244,7538756;20,28898628
Grugé-l'Hôpital;49156;65,16593013;0
Le Guédeniau;49157;56,20047978;4
L'Hôtellerie-de-Flée;49158;78,76999669;0
Huillé;49159;38,80355045;3,955223881
Ingrandes;49160;335,9838799;15,25549602
La Jaille-Yvon;49161;61,17275101;7,921059923
Jallais;49162;1027,372611;45,14555913
Jarzé;49163;498,5917741;11,85328639
La Jubaudière;49165;436,3344812;34,18996726
Juigné-sur-Loire;49167;764,3107355;69,33660128
La Jumellière;49169;623,9562431;35,55558792
Juvardeil;49170;131,9480028;0
La Lande-Chasles;49171;11,68776881;0
Landemont;49172;428,5026447;4
Lasse;49173;153,224847;0
Lézigné;49174;265,2527378;11,73324807
Linières-Bouton;49175;73,20805419;11,98532789
Le Lion-d'Angers;49176;1848,948997;82,40720357
Liré;49177;568,5484593;23,65040738
Loiré;49178;171,3676948;8,145289444
Le Longeron;49179;803,4099762;27,05916977
Longué-Jumelles;49180;3309,838288;196,3532649
Louerre;49181;62,91044039;0
Louresse-Rochemenier;49182;262,3487354;8,057670828
Le Louroux-Béconnais;49183;740,9214189;20,20547098
Louvaines;49184;64,69988866;4,061068702
Lué-en-Baugeois;49185;11,26666667;0
Luigné;49186;29,22019927;0
Marans;49187;96,05027777;0
Marcé;49188;89,02615276;0
Marigné;49189;110,6611474;0
Le Marillais;49190;209,4173508;4,002839401
Martigné-Briand;49191;587,8078177;11,98616715
Maulévrier;49192;1781,37696;98,49951814
Le May-sur-Évre;49193;1194,471611;96,03086098
Mazé;49194;1037,687096;41,87455464
Mazières-en-Mauges;49195;377,8911755;26,94656848
La Meignanne;49196;336,5815112;8,695942904
Meigné-le-Vicomte;49197;72,18269762;3,986710963
Meigné;49198;120,8276967;4,060377358
La Membrolle-sur-Longuenée;49200;844,6186869;26,19263323
La Ménitré;49201;746,5383356;111,4844443
Méon;49202;48,80555358;0,928334557
Le Mesnil-en-Vallée;49204;589,8799502;7,497101229
Miré;49205;221,2112149;8,047393365
Montfaucon-Montigné;49206;644,9408698;11,49224685
Montfort;49207;70,36109283;4,064257028
Montguillon;49208;18,14977974;0
Montigné-lès-Rairies;49209;54,49708937;15,70052953
Montilliers;49211;527,8635715;37,07252283
Montjean-sur-Loire;49212;771,1425874;18,98077583
Montreuil-Juigné;49214;1945,306049;100,1351014
Montreuil-Bellay;49215;2445,034111;82,9972168
Montreuil-sur-Loir;49216;53,51928214;0
Montreuil-sur-Maine;49217;144,0095989;4,072180451
Montrevault;49218;381,1400469;15,20962559
Montsoreau;49219;121,9511329;3,966444076
Morannes;49220;326,0522755;3,955398118
Mouliherne;49221;151,1734107;8,079034029
